都道府県,市区町村,店舗名・施設名,分類,関連リンク1タイトル,関連リンク1URL,関連リンク2タイトル,関連リンク2URL,関連リンク3タイトル,関連リンク3URL,説明・狙い目,公式サイト,Googleマップ
東京都,千代田区,LAOX THE COMPUTER館（ザ・コンピュータ館）,電気街・パソコン店,,,,,,,"特徴・説明：秋葉原の大型パソコン専門店。予定は9月30日だったが、最終営業記事は9月20日の完全閉店を記録。
旧所在地：東京都千代田区外神田（番地の資料表記に疑義があるため省略）
開業年：未確認（竣工・移転等の扱いは特徴・説明参照）
消滅年：2007年
消滅種別：閉店
現在の状態：当該店舗は閉店。
資料URL：https://akiba-pc.watch.impress.co.jp/hotline/20070922/etc_thecom.html | https://www.itmedia.co.jp/news/article/0708/03/1070803084/
Googleマップ検索用名称：LAOX THE COMPUTER館（ザ・コンピュータ館） 東京都千代田区",,https://www.google.com/maps/search/?api=1&query=LAOX%20THE%20COMPUTER%E9%A4%A8%EF%BC%88%E3%82%B6%E3%83%BB%E3%82%B3%E3%83%B3%E3%83%94%E3%83%A5%E3%83%BC%E3%82%BF%E9%A4%A8%EF%BC%89%20%E6%9D%B1%E4%BA%AC%E9%83%BD%E5%8D%83%E4%BB%A3%E7%94%B0%E5%8C%BA
東京都,千代田区,ヤマギワソフト館,電気街・音楽映像店,,,,,,,"特徴・説明：音楽・映像ソフトとイベントで知られた店舗。
旧所在地：東京都千代田区外神田・中央通り（番地未確認）
開業年：未確認（竣工・移転等の扱いは特徴・説明参照）
消滅年：2007年
消滅種別：閉店・業態変更
現在の状態：ヤマギワソフト館として終了し、パソコン総合館へ転換。
資料URL：https://akiba.keizai.biz/headline/600/ | https://akiba-pc.watch.impress.co.jp/hotline/20070915/etc_sofmap.html
Googleマップ検索用名称：ヤマギワソフト館 東京都千代田区",,https://www.google.com/maps/search/?api=1&query=%E3%83%A4%E3%83%9E%E3%82%AE%E3%83%AF%E3%82%BD%E3%83%95%E3%83%88%E9%A4%A8%20%E6%9D%B1%E4%BA%AC%E9%83%BD%E5%8D%83%E4%BB%A3%E7%94%B0%E5%8C%BA
東京都,千代田区,石丸電気本店（最終名称・エディオン秋葉原本店）,電気街・家電店,,,,,,,"特徴・説明：石丸電気の本店を継いだ家電店。名称変更年ではなく当該店舗の最終営業年を記載。
旧所在地：東京都千代田区外神田1丁目（番地未確認）
開業年：未確認（竣工・移転等の扱いは特徴・説明参照）
消滅年：2013年
消滅種別：閉店・統合
現在の状態：2013年3月20日閉店。
資料URL：https://akiba.keizai.biz/headline/2985/
Googleマップ検索用名称：石丸電気本店（最終名称・エディオン秋葉原本店） 東京都千代田区",,https://www.google.com/maps/search/?api=1&query=%E7%9F%B3%E4%B8%B8%E9%9B%BB%E6%B0%97%E6%9C%AC%E5%BA%97%EF%BC%88%E6%9C%80%E7%B5%82%E5%90%8D%E7%A7%B0%E3%83%BB%E3%82%A8%E3%83%87%E3%82%A3%E3%82%AA%E3%83%B3%E7%A7%8B%E8%91%89%E5%8E%9F%E6%9C%AC%E5%BA%97%EF%BC%89%20%E6%9D%B1%E4%BA%AC%E9%83%BD%E5%8D%83%E4%BB%A3%E7%94%B0%E5%8C%BA
東京都,千代田区,交通博物館（万世橋）,博物館,,,,,,,"特徴・説明：1921年創設の博物館が1936年に当地へ移転。開業年は万世橋での開館年。
旧所在地：東京都千代田区神田須田町1-25
開業年：1936年（竣工・移転等の扱いは特徴・説明参照）
消滅年：2006年
消滅種別：閉館・移転
現在の状態：万世橋での展示は終了。さいたま市の鉄道博物館へ継承。
資料URL：https://www.jreast.co.jp/press/2005_2/20051203.pdf | https://www.jreast.co.jp/press/2003_2/20040206.pdf
Googleマップ検索用名称：交通博物館（万世橋） 東京都千代田区",https://www.jreast.co.jp/press/2005_2/20051203.pdf,https://www.google.com/maps/search/?api=1&query=%E4%BA%A4%E9%80%9A%E5%8D%9A%E7%89%A9%E9%A4%A8%EF%BC%88%E4%B8%87%E4%B8%96%E6%A9%8B%EF%BC%89%20%E6%9D%B1%E4%BA%AC%E9%83%BD%E5%8D%83%E4%BB%A3%E7%94%B0%E5%8C%BA
東京都,千代田区,逓信総合博物館（ていぱーく）,博物館,,,,,,,"特徴・説明：郵便・電気通信・放送を扱う総合博物館。2013年8月31日閉館。
旧所在地：東京都千代田区大手町2-3-1
開業年：未確認（竣工・移転等の扱いは特徴・説明参照）
消滅年：2013年
消滅種別：閉館・移転
現在の状態：大手町の施設は閉館。所蔵資料の一部は郵政博物館へ継承。
資料URL：https://www.postalmuseum.jp/about/ | https://www.postalmuseum.jp/news/press/20131210.html | https://files.japanpost.jp/assets/34d9d11432734cfaa759e78fe395b688/f22d94adf57840faabe0e40acf46a197/1001_00_04_2009021701_1.pdf
Googleマップ検索用名称：逓信総合博物館（ていぱーく） 東京都千代田区",https://www.postalmuseum.jp/about/,https://www.google.com/maps/search/?api=1&query=%E9%80%93%E4%BF%A1%E7%B7%8F%E5%90%88%E5%8D%9A%E7%89%A9%E9%A4%A8%EF%BC%88%E3%81%A6%E3%81%84%E3%81%B1%E3%83%BC%E3%81%8F%EF%BC%89%20%E6%9D%B1%E4%BA%AC%E9%83%BD%E5%8D%83%E4%BB%A3%E7%94%B0%E5%8C%BA
東京都,足立区,東京マリン,プール・レジャー施設,,,,,,,"特徴・説明：大型ウォータースライダーで知られた屋外プール。2000年終了後、2001年夏に再営業して最終閉鎖。
旧所在地：東京都足立区栗原3-25-1
開業年：1972年（竣工・移転等の扱いは特徴・説明参照）
消滅年：2001年
消滅種別：閉鎖
現在の状態：閉鎖。開業年は博物館のオープン時写真の年代による。
資料URL：https://www.tv-tokyo.co.jp/adomachi/backnumber/20011006/23224.html | https://jmapps.ne.jp/adachitokyo/det.html?data_id=12434
Googleマップ検索用名称：東京マリン 東京都足立区",,https://www.google.com/maps/search/?api=1&query=%E6%9D%B1%E4%BA%AC%E3%83%9E%E3%83%AA%E3%83%B3%20%E6%9D%B1%E4%BA%AC%E9%83%BD%E8%B6%B3%E7%AB%8B%E5%8C%BA
東京都,足立区,子宝湯（千住元町の旧店舗）,銭湯,,,,,,,"特徴・説明：宮造り銭湯建築の代表例。所在地は営業時の場所を記載。
旧所在地：東京都足立区千住元町（旧番地未確認）
開業年：未確認（竣工・移転等の扱いは特徴・説明参照）
消滅年：1988年
消滅種別：閉店・移築
現在の状態：江戸東京たてもの園に移築・復元。建築は見学可能だが銭湯営業は終了。
資料URL：https://www.1010.or.jp/mag-topic-240703/ | https://www.tatemonoen.jp/restore/intro/east.php
Googleマップ検索用名称：子宝湯（千住元町の旧店舗） 東京都足立区",https://www.tatemonoen.jp/restore/intro/east.php,https://www.google.com/maps/search/?api=1&query=%E5%AD%90%E5%AE%9D%E6%B9%AF%EF%BC%88%E5%8D%83%E4%BD%8F%E5%85%83%E7%94%BA%E3%81%AE%E6%97%A7%E5%BA%97%E8%88%97%EF%BC%89%20%E6%9D%B1%E4%BA%AC%E9%83%BD%E8%B6%B3%E7%AB%8B%E5%8C%BA
東京都,足立区,大黒湯（千住寿町）,銭湯,,,,,,,"特徴・説明：キングオブ銭湯として知られた宮造り銭湯。創業と建築の年に異なる記述があるため開業年は空欄。
旧所在地：東京都足立区千住寿町32-6
開業年：未確認（竣工・移転等の扱いは特徴・説明参照）
消滅年：2021年
消滅種別：閉店・解体・一部移築
現在の状態：廃業。唐破風屋根は安養院に移築・保存。
資料URL：https://www.city.adachi.tokyo.jp/citypro/adachikara/interview/anyoin.html | https://www.city.adachi.tokyo.jp/hisho/ku/kucho/20221011-mainichi.html | https://iiofuro.com/tokyo/s6260/
Googleマップ検索用名称：大黒湯（千住寿町） 東京都足立区",,https://www.google.com/maps/search/?api=1&query=%E5%A4%A7%E9%BB%92%E6%B9%AF%EF%BC%88%E5%8D%83%E4%BD%8F%E5%AF%BF%E7%94%BA%EF%BC%89%20%E6%9D%B1%E4%BA%AC%E9%83%BD%E8%B6%B3%E7%AB%8B%E5%8C%BA
東京都,台東区,蔵前国技館,スポーツ施設,,,,,,,"特徴・説明：1950年に仮設状態で本場所開始。1954年完成とする年表もあり、開業年は初使用年。
旧所在地：東京都台東区蔵前（旧番地未確認）
開業年：1950年（竣工・移転等の扱いは特徴・説明参照）
消滅年：1984年
消滅種別：閉館・移転
現在の状態：1984年9月場所を最後に閉館。相撲の拠点は両国へ移行。
資料URL：https://sumo.or.jp/Entertainment/quiz/1354 | https://www.city.sumida.lg.jp/bunka_kanko/annnai/kankou/ryougoku_machiaruki.files/kawaraban_5.pdf
Googleマップ検索用名称：蔵前国技館 東京都台東区",https://sumo.or.jp/Entertainment/quiz/1354,https://www.google.com/maps/search/?api=1&query=%E8%94%B5%E5%89%8D%E5%9B%BD%E6%8A%80%E9%A4%A8%20%E6%9D%B1%E4%BA%AC%E9%83%BD%E5%8F%B0%E6%9D%B1%E5%8C%BA
東京都,台東区,アンヂェラス,喫茶店・洋菓子店,,,,,,,"特徴・説明：浅草の老舗喫茶・洋菓子店。2019年3月17日営業終了。
旧所在地：東京都台東区浅草1-17-6
開業年：1946年（竣工・移転等の扱いは特徴・説明参照）
消滅年：2019年
消滅種別：閉店
現在の状態：閉店。
資料URL：https://tabelog.com/tokyo/A1311/A131102/13003678/ | https://www.timeout.jp/tokyo/ja/%E3%83%8B%E3%83%A5%E3%83%BC%E3%82%B9/%E6%B5%85%E8%8D%89%E3%81%AE%E8%80%81%E8%88%97%E5%96%AB%E8%8C%B6%E5%BA%97-%E3%82%A2%E3%83%B3%E3%83%82%E3%82%A7%E3%83%A9%E3%82%B9%E3%81%8C3-17%E3%81%AB%E9%96%89%E5%BA%97-020819
Googleマップ検索用名称：アンヂェラス 東京都台東区",,https://www.google.com/maps/search/?api=1&query=%E3%82%A2%E3%83%B3%E3%83%82%E3%82%A7%E3%83%A9%E3%82%B9%20%E6%9D%B1%E4%BA%AC%E9%83%BD%E5%8F%B0%E6%9D%B1%E5%8C%BA
東京都,台東区,快哉湯（銭湯時代）,銭湯,,,,,,,"特徴・説明：下谷の歴史ある銭湯。2016年11月に入浴営業を終了。
旧所在地：東京都台東区下谷2-17-11
開業年：未確認（竣工・移転等の扱いは特徴・説明参照）
消滅年：2016年
消滅種別：閉店・用途変更
現在の状態：建物を保存・再生しカフェ等に転用。銭湯としては入浴できない。
資料URL：https://kaisaiyu.com/about/ | https://reboncafe.thebase.in/about
Googleマップ検索用名称：快哉湯（銭湯時代） 東京都台東区",https://kaisaiyu.com/about/,https://www.google.com/maps/search/?api=1&query=%E5%BF%AB%E5%93%89%E6%B9%AF%EF%BC%88%E9%8A%AD%E6%B9%AF%E6%99%82%E4%BB%A3%EF%BC%89%20%E6%9D%B1%E4%BA%AC%E9%83%BD%E5%8F%B0%E6%9D%B1%E5%8C%BA
東京都,台東区,蛇骨湯,銭湯,,,,,,,"特徴・説明：浅草ふれあい通りの温泉銭湯。2019年5月31日に廃業。
旧所在地：東京都台東区浅草1-11-11
開業年：未確認（竣工・移転等の扱いは特徴・説明参照）
消滅年：2019年
消滅種別：閉店
現在の状態：銭湯営業終了。跡地の現況は未確認。
資料URL：https://asakusa-fureai.net/about-episode/ | https://iiofuro.com/tokyo/s1690/
Googleマップ検索用名称：蛇骨湯 東京都台東区",,https://www.google.com/maps/search/?api=1&query=%E8%9B%87%E9%AA%A8%E6%B9%AF%20%E6%9D%B1%E4%BA%AC%E9%83%BD%E5%8F%B0%E6%9D%B1%E5%8C%BA
東京都,台東区,上野こども遊園地,遊園地,,,,,,,"特徴・説明：小型の乗り物が並んだ動物園前の遊び場。8月31日閉園。
旧所在地：東京都台東区上野恩賜公園・上野動物園正門前
開業年：1946年（竣工・移転等の扱いは特徴・説明参照）
消滅年：2016年
消滅種別：閉園
現在の状態：閉園。正門前広場整備に伴い廃業。
資料URL：https://j-town.net/2016/09/08231654.html?p=all | https://j-town.net/2016/09/08231654.html?p=2
Googleマップ検索用名称：上野こども遊園地 東京都台東区",,https://www.google.com/maps/search/?api=1&query=%E4%B8%8A%E9%87%8E%E3%81%93%E3%81%A9%E3%82%82%E9%81%8A%E5%9C%92%E5%9C%B0%20%E6%9D%B1%E4%BA%AC%E9%83%BD%E5%8F%B0%E6%9D%B1%E5%8C%BA
東京都,中央区,銀座シネパトス,映画館,,,,,,,"特徴・説明：三原橋地下街にあった映画館。2013年3月31日終了。
旧所在地：東京都中央区銀座4-8-7先 三原橋地下街
開業年：未確認（竣工・移転等の扱いは特徴・説明参照）
消滅年：2013年
消滅種別：閉館
現在の状態：映画館は閉館。
資料URL：https://ginza.kokosil.net/ja/place/00001c0000000000000200000016b452 | https://tokuhain.chuo-kanko.or.jp/archive/cat16/cat6/2013/05/
Googleマップ検索用名称：銀座シネパトス 東京都中央区",,https://www.google.com/maps/search/?api=1&query=%E9%8A%80%E5%BA%A7%E3%82%B7%E3%83%8D%E3%83%91%E3%83%88%E3%82%B9%20%E6%9D%B1%E4%BA%AC%E9%83%BD%E4%B8%AD%E5%A4%AE%E5%8C%BA
東京都,中央区,銀座テアトルシネマ,映画館,,,,,,,"特徴・説明：銀座のミニシアター。2013年5月31日終了。
旧所在地：東京都中央区銀座1-11-2 銀座テアトルビル
開業年：1987年（竣工・移転等の扱いは特徴・説明参照）
消滅年：2013年
消滅種別：閉館
現在の状態：閉館。
資料URL：https://cinema.eiga.com/news/20130602/6/ | https://iko-yo.net/facilities/8531
Googleマップ検索用名称：銀座テアトルシネマ 東京都中央区",,https://www.google.com/maps/search/?api=1&query=%E9%8A%80%E5%BA%A7%E3%83%86%E3%82%A2%E3%83%88%E3%83%AB%E3%82%B7%E3%83%8D%E3%83%9E%20%E6%9D%B1%E4%BA%AC%E9%83%BD%E4%B8%AD%E5%A4%AE%E5%8C%BA
東京都,中央区,松坂屋銀座店 屋上ビヤガーデン麦羊亭,屋上飲食施設,,,,,,,"特徴・説明：銀座通りの屋上で季節営業したビアガーデン。百貨店閉店前年が最後の営業年。
旧所在地：東京都中央区銀座6-10-1 松坂屋銀座店屋上
開業年：1984年（竣工・移転等の扱いは特徴・説明参照）
消滅年：2012年
消滅種別：閉店
現在の状態：屋上での営業終了。百貨店本体の2013年閉店とは時期が異なる。
資料URL：https://ginza.keizai.biz/headline/2029/ | https://www.j-front-retailing.com/_data/news/121225_ginza_store.pdf
Googleマップ検索用名称：松坂屋銀座店 屋上ビヤガーデン麦羊亭 東京都中央区",https://www.j-front-retailing.com/_data/news/121225_ginza_store.pdf,https://www.google.com/maps/search/?api=1&query=%E6%9D%BE%E5%9D%82%E5%B1%8B%E9%8A%80%E5%BA%A7%E5%BA%97%20%E5%B1%8B%E4%B8%8A%E3%83%93%E3%83%A4%E3%82%AC%E3%83%BC%E3%83%87%E3%83%B3%E9%BA%A6%E7%BE%8A%E4%BA%AD%20%E6%9D%B1%E4%BA%AC%E9%83%BD%E4%B8%AD%E5%A4%AE%E5%8C%BA
東京都,中央区,松坂屋銀座店 屋上遊園地,屋上遊園地,,,,,,,"特徴・説明：百貨店屋上の小型遊具・ミニ鉄道の遊び場。本体の百貨店と利用体験を分けて収録。
旧所在地：東京都中央区銀座6-10-1 松坂屋銀座店屋上
開業年：未確認（竣工・移転等の扱いは特徴・説明参照）
消滅年：2013年
消滅種別：閉鎖・建替え
現在の状態：百貨店閉店に伴い旧屋上施設は消滅。
資料URL：https://home.ginza.kokosil.net/ja/archives/2476 | https://www.youtube.com/watch?v=GMgYkJ6stFs | https://www.j-front-retailing.com/_data/news/121225_ginza_store.pdf
Googleマップ検索用名称：松坂屋銀座店 屋上遊園地 東京都中央区",https://www.j-front-retailing.com/_data/news/121225_ginza_store.pdf,https://www.google.com/maps/search/?api=1&query=%E6%9D%BE%E5%9D%82%E5%B1%8B%E9%8A%80%E5%BA%A7%E5%BA%97%20%E5%B1%8B%E4%B8%8A%E9%81%8A%E5%9C%92%E5%9C%B0%20%E6%9D%B1%E4%BA%AC%E9%83%BD%E4%B8%AD%E5%A4%AE%E5%8C%BA
東京都,中央区,ソニービル（銀座の旧ビル）,建築・企業展示施設,,,,,,,"特徴・説明：製品展示とイベントの拠点。ビル全館は2017年3月末終了、ショールームは2016年に先行移転。
旧所在地：東京都中央区銀座5-3-1
開業年：1966年（竣工・移転等の扱いは特徴・説明参照）
消滅年：2017年
消滅種別：閉館・解体・再整備
現在の状態：旧ビルは再整備されGinza Sony Parkへ。当時のビル内体験を対象。
資料URL：https://www.sony.com/ja/SonyInfo/News/Press/201606/16-061/ | https://www.sony.com/ja/SonyInfo/News/Press/201806/18-052/
Googleマップ検索用名称：ソニービル（銀座の旧ビル） 東京都中央区",https://www.sony.com/ja/SonyInfo/News/Press/201606/16-061/,https://www.google.com/maps/search/?api=1&query=%E3%82%BD%E3%83%8B%E3%83%BC%E3%83%93%E3%83%AB%EF%BC%88%E9%8A%80%E5%BA%A7%E3%81%AE%E6%97%A7%E3%83%93%E3%83%AB%EF%BC%89%20%E6%9D%B1%E4%BA%AC%E9%83%BD%E4%B8%AD%E5%A4%AE%E5%8C%BA
東京都,中央区,中銀カプセルタワービル,建築・集合住宅,,,,,,,"特徴・説明：黒川紀章設計のカプセル集合建築。開業年欄は竣工年。
旧所在地：東京都中央区銀座8-16-10
開業年：1972年（竣工・移転等の扱いは特徴・説明参照）
消滅年：2022年
消滅種別：解体
現在の状態：建物は解体。一部のカプセルは保存・再活用。
資料URL：https://www.nakagincapsuletower.com/project | https://www.nakagincapsuletower.com/
Googleマップ検索用名称：中銀カプセルタワービル 東京都中央区",https://www.nakagincapsuletower.com/project,https://www.google.com/maps/search/?api=1&query=%E4%B8%AD%E9%8A%80%E3%82%AB%E3%83%97%E3%82%BB%E3%83%AB%E3%82%BF%E3%83%AF%E3%83%BC%E3%83%93%E3%83%AB%20%E6%9D%B1%E4%BA%AC%E9%83%BD%E4%B8%AD%E5%A4%AE%E5%8C%BA
東京都,中央区,晴海客船ターミナル（1991年開館の旧館）,港湾施設・公共施設,,,,,,,"特徴・説明：大階段や送迎デッキのある旧ターミナル。通常営業は2022年2月20日終了。
旧所在地：東京都中央区晴海ふ頭（旧館番地未確認）
開業年：1991年（竣工・移転等の扱いは特徴・説明参照）
消滅年：2022年
消滅種別：閉館・解体
現在の状態：旧館は解体対象となった。2025年に再開した同名ターミナルとは区別。
資料URL：https://tokuhain.chuo-kanko.or.jp/detail.php?id=2860 | https://www.kouwan.metro.tokyo.lg.jp/documents/d/kouwan/34254_211227 | https://www.tptc.co.jp/terminal/guide/harumi/facility
Googleマップ検索用名称：晴海客船ターミナル（1991年開館の旧館） 東京都中央区",https://www.kouwan.metro.tokyo.lg.jp/documents/d/kouwan/34254_211227,https://www.google.com/maps/search/?api=1&query=%E6%99%B4%E6%B5%B7%E5%AE%A2%E8%88%B9%E3%82%BF%E3%83%BC%E3%83%9F%E3%83%8A%E3%83%AB%EF%BC%881991%E5%B9%B4%E9%96%8B%E9%A4%A8%E3%81%AE%E6%97%A7%E9%A4%A8%EF%BC%89%20%E6%9D%B1%E4%BA%AC%E9%83%BD%E4%B8%AD%E5%A4%AE%E5%8C%BA
東京都,中央区,晴海国際見本市会場,展示場・公共施設,,,,,,,"特徴・説明：モーターショーやコミックマーケットの会場だった展示施設。1959年の貿易センター以前にも会場利用あり。
旧所在地：東京都中央区晴海（旧番地未確認）
開業年：未確認（竣工・移転等の扱いは特徴・説明参照）
消滅年：1996年
消滅種別：閉場・移転
現在の状態：晴海での会場運営終了。東京ビッグサイトへ移行。
資料URL：https://www.bigsight.jp/visitor/company/about/ | https://www.city.chuo.lg.jp/miryoku/imamukashi/harumi.html
Googleマップ検索用名称：晴海国際見本市会場 東京都中央区",https://www.bigsight.jp/visitor/company/about/,https://www.google.com/maps/search/?api=1&query=%E6%99%B4%E6%B5%B7%E5%9B%BD%E9%9A%9B%E8%A6%8B%E6%9C%AC%E5%B8%82%E4%BC%9A%E5%A0%B4%20%E6%9D%B1%E4%BA%AC%E9%83%BD%E4%B8%AD%E5%A4%AE%E5%8C%BA
東京都,中央区,プランタン銀座,百貨店・商業施設,,,,,,,"特徴・説明：フランスの百貨店ブランドを冠した銀座の商業施設。
旧所在地：東京都中央区銀座3丁目（番地未確認）
開業年：1984年（竣工・移転等の扱いは特徴・説明参照）
消滅年：2016年
消滅種別：閉店・業態変更
現在の状態：2016年12月31日閉店後、マロニエゲートへ転換。
資料URL：https://toshoken.com/news/8695 | https://www.atpress.ne.jp/news/112437
Googleマップ検索用名称：プランタン銀座 東京都中央区",,https://www.google.com/maps/search/?api=1&query=%E3%83%97%E3%83%A9%E3%83%B3%E3%82%BF%E3%83%B3%E9%8A%80%E5%BA%A7%20%E6%9D%B1%E4%BA%AC%E9%83%BD%E4%B8%AD%E5%A4%AE%E5%8C%BA
東京都,中央区,松坂屋銀座店,百貨店・商業施設,,,,,,,"特徴・説明：銀座の老舗百貨店。2013年6月30日営業終了。
旧所在地：東京都中央区銀座6-10-1
開業年：1924年（竣工・移転等の扱いは特徴・説明参照）
消滅年：2013年
消滅種別：閉店・建替え
現在の状態：旧店舗は再開発に伴い終了。
資料URL：https://www.j-front-retailing.com/_data/news/121225_ginza_store.pdf | https://ginza.keizai.biz/headline/2181/
Googleマップ検索用名称：松坂屋銀座店 東京都中央区",https://www.j-front-retailing.com/_data/news/121225_ginza_store.pdf,https://www.google.com/maps/search/?api=1&query=%E6%9D%BE%E5%9D%82%E5%B1%8B%E9%8A%80%E5%BA%A7%E5%BA%97%20%E6%9D%B1%E4%BA%AC%E9%83%BD%E4%B8%AD%E5%A4%AE%E5%8C%BA
東京都,中野区,中野サンプラザ,音楽ホール・複合施設,,,,,,,"特徴・説明：全国勤労青少年会館として開館。音楽ホールなどを備えた中野のランドマーク。
旧所在地：東京都中野区中野4-1-1
開業年：1973年（竣工・移転等の扱いは特徴・説明参照）
消滅年：2023年
消滅種別：閉館
現在の状態：通常営業は2023年7月2日終了。閉館後の催しと解体の有無は区別。
資料URL：https://www.city.tokyo-nakano.lg.jp/kusei/public/kuhou/2023/nakanokuho20231220.files/231220_all_page.pdf | https://library.city.tokyo-nakano.lg.jp/lib/files/sunplalaza_sassi1.pdf | https://www.livewalker.com/web/detail/9136
Googleマップ検索用名称：中野サンプラザ 東京都中野区",,https://www.google.com/maps/search/?api=1&query=%E4%B8%AD%E9%87%8E%E3%82%B5%E3%83%B3%E3%83%97%E3%83%A9%E3%82%B6%20%E6%9D%B1%E4%BA%AC%E9%83%BD%E4%B8%AD%E9%87%8E%E5%8C%BA
東京都,中野区,名曲喫茶クラシック,喫茶店・音楽文化,,,,,,,"特徴・説明：中野の名曲喫茶。閉店年は建築記録と閉店店舗情報を照合。
旧所在地：東京都中野区中野5-66-8
開業年：未確認（竣工・移転等の扱いは特徴・説明参照）
消滅年：2005年
消滅種別：閉店
現在の状態：閉店。跡地の現況は未確認。
資料URL：https://tabelog.com/tokyo/A1319/A131902/13001086/ | https://asabata.hatenablog.com/entry/2019/01/29/100815
Googleマップ検索用名称：名曲喫茶クラシック 東京都中野区",,https://www.google.com/maps/search/?api=1&query=%E5%90%8D%E6%9B%B2%E5%96%AB%E8%8C%B6%E3%82%AF%E3%83%A9%E3%82%B7%E3%83%83%E3%82%AF%20%E6%9D%B1%E4%BA%AC%E9%83%BD%E4%B8%AD%E9%87%8E%E5%8C%BA
東京都,中野区,丸井中野本店（2007年閉店の旧店舗）,百貨店・商業施設,,,,,,,"特徴・説明：丸井発祥の地の旧店舗。会社創業の1931年と当該旧館の開業年は区別し、開業年は空欄。
旧所在地：東京都中野区中野駅南口側（旧番地未確認）
開業年：未確認（竣工・移転等の扱いは特徴・説明参照）
消滅年：2007年
消滅種別：閉店・建替え
現在の状態：建替え前の店舗は2007年8月に営業終了。後継の中野マルイとは区別。
資料URL：https://www.0101maruigroup.co.jp/pdf/settlement/08_0317/08_0317_1.pdf | https://www.city.tokyo-nakano.lg.jp/kanko/machiaruki/marui_2.html
Googleマップ検索用名称：丸井中野本店（2007年閉店の旧店舗） 東京都中野区",https://www.0101maruigroup.co.jp/pdf/settlement/08_0317/08_0317_1.pdf,https://www.google.com/maps/search/?api=1&query=%E4%B8%B8%E4%BA%95%E4%B8%AD%E9%87%8E%E6%9C%AC%E5%BA%97%EF%BC%882007%E5%B9%B4%E9%96%89%E5%BA%97%E3%81%AE%E6%97%A7%E5%BA%97%E8%88%97%EF%BC%89%20%E6%9D%B1%E4%BA%AC%E9%83%BD%E4%B8%AD%E9%87%8E%E5%8C%BA
東京都,日野市,多摩テック,遊園地,,,,,,,"特徴・説明：自分で乗り物を操作する楽しさを中心にした遊園地。9月30日終了。
旧所在地：東京都日野市程久保5-22-1
開業年：1961年（竣工・移転等の扱いは特徴・説明参照）
消滅年：2009年
消滅種別：閉園
現在の状態：閉園。
資料URL：https://blog.excite.co.jp/tamatech/12036612/ | https://shinsenhino.com/%E3%83%8B%E3%83%A5%E3%83%BC%E3%82%B9/48-3.php | https://car.watch.impress.co.jp/docs/news/300577.html | https://sukupara.jp/odekake/spot_show.php?spotId=300
Googleマップ検索用名称：多摩テック 東京都日野市",https://blog.excite.co.jp/tamatech/12036612/,https://www.google.com/maps/search/?api=1&query=%E5%A4%9A%E6%91%A9%E3%83%86%E3%83%83%E3%82%AF%20%E6%9D%B1%E4%BA%AC%E9%83%BD%E6%97%A5%E9%87%8E%E5%B8%82
東京都,品川区,ゆうぽうと,音楽ホール・複合施設,,,,,,,"特徴・説明：大ホール・宿泊などを備えた複合施設。2015年9月30日閉館。
旧所在地：東京都品川区西五反田8-4-13
開業年：1982年（竣工・移転等の扱いは特徴・説明参照）
消滅年：2015年
消滅種別：閉館
現在の状態：旧施設は閉館。跡地は五反田JPビルディング。
資料URL：https://www.city.shinjuku.lg.jp/content/000235871.pdf | https://shinagawa.keizai.biz/headline/2400/ | https://map.yahoo.co.jp/v3/place/4TBa2QL4Ldk | https://www.city.setagaya.lg.jp/documents/677/16.pdf
Googleマップ検索用名称：ゆうぽうと 東京都品川区",,https://www.google.com/maps/search/?api=1&query=%E3%82%86%E3%81%86%E3%81%BD%E3%81%86%E3%81%A8%20%E6%9D%B1%E4%BA%AC%E9%83%BD%E5%93%81%E5%B7%9D%E5%8C%BA
東京都,品川区,船の科学館 旧本館,博物館,,,,,,,"特徴・説明：船型建築の海洋博物館。本館展示が終了した2011年を消滅年とした。
旧所在地：東京都品川区東八潮3-1
開業年：1974年（竣工・移転等の扱いは特徴・説明参照）
消滅年：2011年
消滅種別：展示終了・解体
現在の状態：2024年に解体着手。本館と、宗谷などの別の展示活動を区別。
資料URL：https://fields.canpan.info/report/detail/16316 | https://fields.canpan.info/organization/detail/1054930050?view=pc | https://www.city.shinagawa.tokyo.jp/PC/shisetsu/shisetsu-bunka/shisetsu-bunka-bunka/shisetsu-bunka-bunka-sonota/hpg000000330.html
Googleマップ検索用名称：船の科学館 旧本館 東京都品川区",,https://www.google.com/maps/search/?api=1&query=%E8%88%B9%E3%81%AE%E7%A7%91%E5%AD%A6%E9%A4%A8%20%E6%97%A7%E6%9C%AC%E9%A4%A8%20%E6%9D%B1%E4%BA%AC%E9%83%BD%E5%93%81%E5%B7%9D%E5%8C%BA
